Country,WHO_Region,Year,Water_Access_Percent
Japan,Western Pacific,2016,98.40837
Japan,Western Pacific,2017,98.4537
Jordan,Eastern Mediterranean,2000,93.95779
Jordan,Eastern Mediterranean,2001,93.923
Jordan,Eastern Mediterranean,2002,93.8882
Jordan,Eastern Mediterranean,2003,93.85337
Jordan,Eastern Mediterranean,2004,93.81858
Jordan,Eastern Mediterranean,2005,93.82613
Jordan,Eastern Mediterranean,2006,93.84554
Jordan,Eastern Mediterranean,2007,93.86185
Jordan,Eastern Mediterranean,2008,93.87525
Jordan,Eastern Mediterranean,2009,93.88553
Jordan,Eastern Mediterranean,2010,93.89304
Jordan,Eastern Mediterranean,2011,93.89775
Jordan,Eastern Mediterranean,2012,93.89987
Jordan,Eastern Mediterranean,2013,93.89931
Jordan,Eastern Mediterranean,2014,93.89637
Jordan,Eastern Mediterranean,2015,93.87062
Jordan,Eastern Mediterranean,2016,93.84464
Jordan,Eastern Mediterranean,2017,93.81834
Kazakhstan,Europe,2000,57.54806
Kazakhstan,Europe,2001,57.78784
Kazakhstan,Europe,2002,59.68283
Kazakhstan,Europe,2003,61.59482
Kazakhstan,Europe,2004,63.52372
Kazakhstan,Europe,2005,65.46944
Kazakhstan,Europe,2006,67.43186
Kazakhstan,Europe,2007,69.4109
Kazakhstan,Europe,2008,71.40648
Kazakhstan,Europe,2009,73.41849
Kazakhstan,Europe,2010,75.44648
Kazakhstan,Europe,2011,77.4911
Kazakhstan,Europe,2012,79.55186
Kazakhstan,Europe,2013,81.5865
Kazakhstan,Europe,2014,83.54642
Kazakhstan,Europe,2015,85.52089
Kazakhstan,Europe,2016,87.50956
Kazakhstan,Europe,2017,89.51225
Kuwait,Eastern Mediterranean,2000,100.0
Kuwait,Eastern Mediterranean,2001,100.0
Kuwait,Eastern Mediterranean,2002,100.0
Kuwait,Eastern Mediterranean,2003,100.0
Kuwait,Eastern Mediterranean,2004,100.0
Kuwait,Eastern Mediterranean,2005,100.0
Kuwait,Eastern Mediterranean,2006,100.0
Kuwait,Eastern Mediterranean,2007,100.0
Kuwait,Eastern Mediterranean,2008,100.0
Kuwait,Eastern Mediterranean,2009,100.0
Kuwait,Eastern Mediterranean,2010,100.0
Kuwait,Eastern Mediterranean,2011,100.0
Kuwait,Eastern Mediterranean,2012,100.0
Kuwait,Eastern Mediterranean,2013,100.0
Kuwait,Eastern Mediterranean,2014,100.0
Kuwait,Eastern Mediterranean,2015,100.0
Kuwait,Eastern Mediterranean,2016,100.0
Kuwait,Eastern Mediterranean,2017,100.0
Kyrgyzstan,Europe,2000,46.35088
Kyrgyzstan,Europe,2001,46.34982
Kyrgyzstan,Europe,2002,46.57822
Kyrgyzstan,Europe,2003,46.80611
Kyrgyzstan,Europe,2004,47.03451
Kyrgyzstan,Europe,2005,48.679
Kyrgyzstan,Europe,2006,50.34464
Kyrgyzstan,Europe,2007,52.03041
Kyrgyzstan,Europe,2008,53.73682
Kyrgyzstan,Europe,2009,55.46437
Kyrgyzstan,Europe,2010,57.22332
Kyrgyzstan,Europe,2011,59.01343
Kyrgyzstan,Europe,2012,60.83437
Kyrgyzstan,Europe,2013,62.68441
Kyrgyzstan,Europe,2014,64.55478
Kyrgyzstan,Europe,2015,66.33919
Kyrgyzstan,Europe,2016,68.1477
Kyrgyzstan,Europe,2017,68.22332
Lao People's Democratic Republic,Western Pacific,2000,5.08624
Lao People's Democratic Republic,Western Pacific,2001,6.85009
Lao People's Democratic Republic,Western Pacific,2002,8.74185
Lao People's Democratic Republic,Western Pacific,2003,10.40265
Lao People's Democratic Republic,Western Pacific,2004,10.88317
Lao People's Democratic Republic,Western Pacific,2005,11.33578
Lao People's Democratic Republic,Western Pacific,2006,11.72742
Lao People's Democratic Republic,Western Pacific,2007,12.11969
Lao People's Democratic Republic,Western Pacific,2008,12.51304
Lao People's Democratic Republic,Western Pacific,2009,12.90685
Lao People's Democratic Republic,Western Pacific,2010,13.30142
Lao People's Democratic Republic,Western Pacific,2011,13.69674
Lao People's Democratic Republic,Western Pacific,2012,14.09297
Lao People's Democratic Republic,Western Pacific,2013,14.48947
Lao People's Democratic Republic,Western Pacific,2014,14.88671
Lao People's Democratic Republic,Western Pacific,2015,15.28452
Lao People's Democratic Republic,Western Pacific,2016,15.68307
Lao People's Democratic Republic,Western Pacific,2017,16.08187
Latvia,Europe,2000,92.79144
Latvia,Europe,2001,92.77224
Latvia,Europe,2002,92.79999
Latvia,Europe,2003,92.83607
Latvia,Europe,2004,92.89632
Latvia,Europe,2005,92.95632
Latvia,Europe,2006,92.98924
Latvia,Europe,2007,93.17592
Latvia,Europe,2008,93.36407
Latvia,Europe,2009,93.55994
Latvia,Europe,2010,93.76279
Latvia,Europe,2011,93.96592
Latvia,Europe,2012,94.16918
Latvia,Europe,2013,94.37258
Latvia,Europe,2014,94.57601
Latvia,Europe,2015,94.77968
Latvia,Europe,2016,94.98471
Latvia,Europe,2017,95.19086
Lebanon,Eastern Mediterranean,2000,43.98826
Lebanon,Eastern Mediterranean,2001,44.22397
Lebanon,Eastern Mediterranean,2002,44.45968
Lebanon,Eastern Mediterranean,2003,44.69539
Lebanon,Eastern Mediterranean,2004,44.93111
Lebanon,Eastern Mediterranean,2005,45.16682
Lebanon,Eastern Mediterranean,2006,45.40253
Lebanon,Eastern Mediterranean,2007,45.63824
Lebanon,Eastern Mediterranean,2008,45.87395
Lebanon,Eastern Mediterranean,2009,46.10966
Lebanon,Eastern Mediterranean,2010,46.34537
Lebanon,Eastern Mediterranean,2011,46.58109
Lebanon,Eastern Mediterranean,2012,46.8168
Lebanon,Eastern Mediterranean,2013,47.05251
Lebanon,Eastern Mediterranean,2014,47.28822
Lebanon,Eastern Mediterranean,2015,47.52393
Lebanon,Eastern Mediterranean,2016,47.7
Lebanon,Eastern Mediterranean,2017,47.7
Lithuania,Europe,2000,68.65453
Lithuania,Europe,2001,68.99689
Lithuania,Europe,2002,69.33652
Lithuania,Europe,2003,69.6773
Lithuania,Europe,2004,71.37566
Lithuania,Europe,2005,73.09937
Lithuania,Europe,2006,74.84776
Lithuania,Europe,2007,76.60926
Lithuania,Europe,2008,78.38383
Lithuania,Europe,2009,80.16235
Lithuania,Europe,2010,81.94576
Lithuania,Europe,2011,83.75119
Lithuania,Europe,2012,85.5846
Lithuania,Europe,2013,87.43019
Lithuania,Europe,2014,89.28796
Lithuania,Europe,2015,91.15781
Lithuania,Europe,2016,91.60094
Lithuania,Europe,2017,92.04286
Luxembourg,Europe,2000,100.0
Luxembourg,Europe,2001,100.0
Luxembourg,Europe,2002,100.0
Luxembourg,Europe,2003,100.0
Luxembourg,Europe,2004,100.0
Luxembourg,Europe,2005,100.0
Luxembourg,Europe,2006,100.0
Luxembourg,Europe,2007,100.0
Luxembourg,Europe,2008,100.0
Luxembourg,Europe,2009,100.0
Luxembourg,Europe,2010,100.0
Luxembourg,Europe,2011,100.0
Luxembourg,Europe,2012,99.95499
Luxembourg,Europe,2013,99.9029
Luxembourg,Europe,2014,99.85406
Luxembourg,Europe,2015,99.80822
Luxembourg,Europe,2016,99.76517
Luxembourg,Europe,2017,99.72468
Malaysia,Western Pacific,2000,93.02483
Malaysia,Western Pacific,2001,93.13538
Malaysia,Western Pacific,2002,93.13565
Malaysia,Western Pacific,2003,93.13946
Malaysia,Western Pacific,2004,93.14672
Malaysia,Western Pacific,2005,93.15688
Malaysia,Western Pacific,2006,93.17019
Malaysia,Western Pacific,2007,93.18643
Malaysia,Western Pacific,2008,93.20554
Malaysia,Western Pacific,2009,93.22699
Malaysia,Western Pacific,2010,93.25095
Malaysia,Western Pacific,2011,93.25924
Malaysia,Western Pacific,2012,93.26659
Malaysia,Western Pacific,2013,93.2757
Malaysia,Western Pacific,2014,93.28694
Malaysia,Western Pacific,2015,93.29981
Malaysia,Western Pacific,2016,93.31452
Malaysia,Western Pacific,2017,93.32928
Malta,Europe,2000,100.0
Malta,Europe,2001,100.0
Malta,Europe,2002,100.0
Malta,Europe,2003,100.0
Malta,Europe,2004,100.0
Malta,Europe,2005,100.0
Malta,Europe,2006,100.0
Malta,Europe,2007,100.0
Malta,Europe,2008,100.0
Malta,Europe,2009,100.0
Malta,Europe,2010,100.0
Malta,Europe,2011,100.0
Malta,Europe,2012,100.0
Malta,Europe,2013,100.0
Malta,Europe,2014,100.0
Malta,Europe,2015,100.0
Malta,Europe,2016,100.0
Malta,Europe,2017,100.0
Mexico,Americas,2000,38.90113
Mexico,Americas,2001,39.1558
Mexico,Americas,2002,39.40786
Mexico,Americas,2003,39.65736
Mexico,Americas,2004,39.90437
Mexico,Americas,2005,40.14882
Mexico,Americas,2006,40.39079
Mexico,Americas,2007,40.63027
Mexico,Americas,2008,40.8674
Mexico,Americas,2009,41.10212
Mexico,Americas,2010,41.3345
Mexico,Americas,2011,41.56474
Mexico,Americas,2012,41.79271
Mexico,Americas,2013,42.01851
Mexico,Americas,2014,42.24212
Mexico,Americas,2015,42.46352
Mexico,Americas,2016,42.68274
Mexico,Americas,2017,42.87031
Monaco,Europe,2000,100.0
Monaco,Europe,2001,100.0
Monaco,Europe,2002,100.0
Monaco,Europe,2003,100.0
Monaco,Europe,2004,100.0
Monaco,Europe,2005,100.0
Monaco,Europe,2006,100.0
Monaco,Europe,2007,100.0
Monaco,Europe,2008,100.0
Monaco,Europe,2009,100.0
Monaco,Europe,2010,100.0
Monaco,Europe,2011,100.0
Monaco,Europe,2012,100.0
Monaco,Europe,2013,100.0
Monaco,Europe,2014,100.0
Monaco,Europe,2015,100.0
Monaco,Europe,2016,100.0
Monaco,Europe,2017,100.0
Mongolia,Western Pacific,2000,22.30304
Mongolia,Western Pacific,2001,22.57371
Mongolia,Western Pacific,2002,22.83139
Mongolia,Western Pacific,2003,23.07528
Mongolia,Western Pacific,2004,23.30461
Mongolia,Western Pacific,2005,23.51735
Mongolia,Western Pacific,2006,23.71454
Mongolia,Western Pacific,2007,23.89521
Mongolia,Western Pacific,2008,24.05909
Mongolia,Western Pacific,2009,24.20415
Mongolia,Western Pacific,2010,24.33202
Mongolia,Western Pacific,2011,24.28315
Mongolia,Western Pacific,2012,24.14368
Mongolia,Western Pacific,2013,24.00721
Mongolia,Western Pacific,2014,23.87346
Mongolia,Western Pacific,2015,23.74289
Mongolia,Western Pacific,2016,23.61521
Mongolia,Western Pacific,2017,23.72208
Montenegro,Europe,2006,83.4659
Montenegro,Europe,2007,84.98574
Montenegro,Europe,2008,86.48738
Montenegro,Europe,2009,87.97002
Montenegro,Europe,2010,89.12033
Montenegro,Europe,2011,89.80383
Montenegro,Europe,2012,90.52998
Montenegro,Europe,2013,91.18702
Montenegro,Europe,2014,91.84336
Montenegro,Europe,2015,92.49895
Montenegro,Europe,2016,93.04792
Montenegro,Europe,2017,93.59692
Morocco,Eastern Mediterranean,2000,54.77501
Morocco,Eastern Mediterranean,2001,55.69656
Morocco,Eastern Mediterranean,2002,56.61134
Morocco,Eastern Mediterranean,2003,57.51805
Morocco,Eastern Mediterranean,2004,58.41733
Morocco,Eastern Mediterranean,2005,59.43399
Morocco,Eastern Mediterranean,2006,60.46397
Morocco,Eastern Mediterranean,2007,61.48038
Morocco,Eastern Mediterranean,2008,62.48266
Morocco,Eastern Mediterranean,2009,63.47033
Morocco,Eastern Mediterranean,2010,64.44515
Morocco,Eastern Mediterranean,2011,65.40549
Morocco,Eastern Mediterranean,2012,66.35199
Morocco,Eastern Mediterranean,2013,67.28419
Morocco,Eastern Mediterranean,2014,68.20269
Morocco,Eastern Mediterranean,2015,69.10708
Morocco,Eastern Mediterranean,2016,69.99794
Morocco,Eastern Mediterranean,2017,70.26644
Nepal,South-East Asia,2000,23.9283
Nepal,South-East Asia,2001,24.16208
Nepal,South-East Asia,2002,24.36175
Nepal,South-East Asia,2003,24.56056
Nepal,South-East Asia,2004,24.7585
Nepal,South-East Asia,2005,24.95553
Nepal,South-East Asia,2006,25.15159
Nepal,South-East Asia,2007,25.34678
Nepal,South-East Asia,2008,25.54093
Nepal,South-East Asia,2009,25.73401
Nepal,South-East Asia,2010,25.92598
Nepal,South-East Asia,2011,26.11691
Nepal,South-East Asia,2012,26.30714
Nepal,South-East Asia,2013,26.49631
Nepal,South-East Asia,2014,26.68465
Nepal,South-East Asia,2015,26.87191
Nepal,South-East Asia,2016,27.0582
Nepal,South-East Asia,2017,27.24335
Netherlands,Europe,2000,100.0
Netherlands,Europe,2001,100.0
Netherlands,Europe,2002,99.99737
Netherlands,Europe,2003,99.99406
Netherlands,Europe,2004,99.99075
Netherlands,Europe,2005,99.98743
Netherlands,Europe,2006,99.98412
Netherlands,Europe,2007,99.9808
Netherlands,Europe,2008,99.9775
Netherlands,Europe,2009,99.97419
Netherlands,Europe,2010,99.97088
Netherlands,Europe,2011,99.96757
Netherlands,Europe,2012,99.96426
Netherlands,Europe,2013,99.96095
Netherlands,Europe,2014,99.95763
Netherlands,Europe,2015,99.95432
Netherlands,Europe,2016,99.95101
Netherlands,Europe,2017,99.95101
New Zealand,Western Pacific,2000,78.11697
New Zealand,Western Pacific,2001,78.11697
New Zealand,Western Pacific,2002,78.11697
New Zealand,Western Pacific,2003,78.11697
New Zealand,Western Pacific,2004,78.11697
New Zealand,Western Pacific,2005,78.11697
New Zealand,Western Pacific,2006,80.22667
New Zealand,Western Pacific,2007,82.33636
New Zealand,Western Pacific,2008,84.44606
New Zealand,Western Pacific,2009,86.55576
New Zealand,Western Pacific,2010,88.66545
New Zealand,Western Pacific,2011,90.77515
New Zealand,Western Pacific,2012,92.88485
New Zealand,Western Pacific,2013,94.99454
New Zealand,Western Pacific,2014,97.10424
New Zealand,Western Pacific,2015,99.21394
New Zealand,Western Pacific,2016,100.0
New Zealand,Western Pacific,2017,100.0
Nicaragua,Americas,2000,48.25971
Nicaragua,Americas,2001,49.11199
Nicaragua,Americas,2002,49.95633
Nicaragua,Americas,2003,50.35791
Nicaragua,Americas,2004,50.42992
Nicaragua,Americas,2005,50.50377
Nicaragua,Americas,2006,50.59413
Nicaragua,Americas,2007,50.68464
Nicaragua,Americas,2008,50.77602
Nicaragua,Americas,2009,50.86754
Nicaragua,Americas,2010,50.95957
Nicaragua,Americas,2011,51.0521
Nicaragua,Americas,2012,51.14515
Nicaragua,Americas,2013,51.2387
Nicaragua,Americas,2014,51.33239
Nicaragua,Americas,2015,51.42658
Nicaragua,Americas,2016,51.52127
Nicaragua,Americas,2017,51.60051
Nigeria,Africa,2000,15.38151
Nigeria,Africa,2001,15.74734
Nigeria,Africa,2002,16.06464
Nigeria,Africa,2003,16.37639
Nigeria,Africa,2004,16.68252
Nigeria,Africa,2005,16.98287
Nigeria,Africa,2006,17.27763
Nigeria,Africa,2007,17.56686
Nigeria,Africa,2008,17.85065
Nigeria,Africa,2009,18.12864
Nigeria,Africa,2010,18.40124
Nigeria,Africa,2011,18.66735
Nigeria,Africa,2012,18.92711
Nigeria,Africa,2013,19.18048
Nigeria,Africa,2014,19.42761
Nigeria,Africa,2015,19.66867
Nigeria,Africa,2016,19.90354
Nigeria,Africa,2017,20.13256
Niue,Western Pacific,2000,98.23664
Niue,Western Pacific,2001,98.23664
Niue,Western Pacific,2002,98.23664
Niue,Western Pacific,2003,98.23664
Niue,Western Pacific,2004,98.23664
Niue,Western Pacific,2005,98.12332
Niue,Western Pacific,2006,98.01
Niue,Western Pacific,2007,97.89668
Niue,Western Pacific,2008,97.78336
Niue,Western Pacific,2009,97.67004
Niue,Western Pacific,2010,97.55672
Niue,Western Pacific,2011,97.4434
Niue,Western Pacific,2012,97.33008
Niue,Western Pacific,2013,97.21675
Niue,Western Pacific,2014,97.21675
Niue,Western Pacific,2015,97.21675
Niue,Western Pacific,2016,97.21675
Niue,Western Pacific,2017,97.21675
Norway,Europe,2000,100.0
Norway,Europe,2001,100.0
Norway,Europe,2002,100.0
Norway,Europe,2003,100.0
Norway,Europe,2004,100.0
Norway,Europe,2005,100.0
Norway,Europe,2006,100.0
Norway,Europe,2007,99.95199
Norway,Europe,2008,99.77321
Norway,Europe,2009,99.59443
Norway,Europe,2010,99.41565
Norway,Europe,2011,99.23687
Norway,Europe,2012,99.05809
Norway,Europe,2013,98.87931
Norway,Europe,2014,98.70053
Norway,Europe,2015,98.52175
Norway,Europe,2016,98.34296
Norway,Europe,2017,98.34297
Oman,Eastern Mediterranean,2001,74.8314
Oman,Eastern Mediterranean,2002,74.82558
Oman,Eastern Mediterranean,2003,74.81976
Oman,Eastern Mediterranean,2004,74.91228
Oman,Eastern Mediterranean,2005,75.07899
Oman,Eastern Mediterranean,2006,76.60155
Oman,Eastern Mediterranean,2007,78.10972
Oman,Eastern Mediterranean,2008,79.60374
Oman,Eastern Mediterranean,2009,81.08335
Oman,Eastern Mediterranean,2010,82.54932
Oman,Eastern Mediterranean,2011,84.1125
Oman,Eastern Mediterranean,2012,85.7299
Oman,Eastern Mediterranean,2013,87.30409
Oman,Eastern Mediterranean,2014,88.83868
Oman,Eastern Mediterranean,2015,89.8684
Oman,Eastern Mediterranean,2016,90.07999
Oman,Eastern Mediterranean,2017,90.27504
Pakistan,Eastern Mediterranean,2000,37.86203
Pakistan,Eastern Mediterranean,2001,37.90138
Pakistan,Eastern Mediterranean,2002,37.94041
Pakistan,Eastern Mediterranean,2003,37.97872
Pakistan,Eastern Mediterranean,2004,38.0165
Pakistan,Eastern Mediterranean,2005,37.82212
Pakistan,Eastern Mediterranean,2006,37.62554
Pakistan,Eastern Mediterranean,2007,37.42676
Pakistan,Eastern Mediterranean,2008,37.22562
Pakistan,Eastern Mediterranean,2009,37.02214
Pakistan,Eastern Mediterranean,2010,36.81648
Pakistan,Eastern Mediterranean,2011,36.60863
Pakistan,Eastern Mediterranean,2012,36.39857
Pakistan,Eastern Mediterranean,2013,36.1861
Pakistan,Eastern Mediterranean,2014,35.97146
Pakistan,Eastern Mediterranean,2015,35.75463
Pakistan,Eastern Mediterranean,2016,35.53562
Pakistan,Eastern Mediterranean,2017,35.31435
Paraguay,Americas,2000,49.36394
Paraguay,Americas,2001,50.40427
Paraguay,Americas,2002,51.42951
Paraguay,Americas,2003,52.34393
Paraguay,Americas,2004,53.23183
Paraguay,Americas,2005,54.11214
Paraguay,Americas,2006,54.98451
Paraguay,Americas,2007,55.84898
Paraguay,Americas,2008,56.70589
Paraguay,Americas,2009,57.55494
Paraguay,Americas,2010,58.39617
Paraguay,Americas,2011,59.22961
Paraguay,Americas,2012,60.05557
Paraguay,Americas,2013,60.86552
Paraguay,Americas,2014,61.66555
Paraguay,Americas,2015,62.45892
Paraguay,Americas,2016,63.2459
Paraguay,Americas,2017,63.89457
Peru,Americas,2000,45.06945
Peru,Americas,2001,45.44669
Peru,Americas,2002,45.82017
Peru,Americas,2003,46.19032
Peru,Americas,2004,46.55674
Peru,Americas,2005,46.91908
Peru,Americas,2006,47.27817
Peru,Americas,2007,47.63323
Peru,Americas,2008,47.93258
Peru,Americas,2009,48.20655
Peru,Americas,2010,48.47955
Peru,Americas,2011,48.75078
Peru,Americas,2012,49.02104
Peru,Americas,2013,49.28956
Peru,Americas,2014,49.55673
Peru,Americas,2015,49.82296
Peru,Americas,2016,50.08746
Peru,Americas,2017,50.35065
Philippines,Western Pacific,2000,36.01599
Philippines,Western Pacific,2001,36.10611
Philippines,Western Pacific,2002,38.2178
Philippines,Western Pacific,2003,40.34769
Philippines,Western Pacific,2004,42.49583
Philippines,Western Pacific,2005,44.22925
Philippines,Western Pacific,2006,44.66439
Philippines,Western Pacific,2007,44.7941
Philippines,Western Pacific,2008,44.92397
Philippines,Western Pacific,2009,45.05431
Philippines,Western Pacific,2010,45.19763
Philippines,Western Pacific,2011,45.40604
Philippines,Western Pacific,2012,45.61407
Philippines,Western Pacific,2013,45.82199
Philippines,Western Pacific,2014,46.02925
Philippines,Western Pacific,2015,46.23641
Philippines,Western Pacific,2016,46.44318
Philippines,Western Pacific,2017,46.65402
Poland,Europe,2005,94.03376
Poland,Europe,2006,94.23042
Poland,Europe,2007,94.42784
Poland,Europe,2008,94.62604
Poland,Europe,2009,94.82521
Poland,Europe,2010,95.34973
Poland,Europe,2011,95.87903
Poland,Europe,2012,96.41226
Poland,Europe,2013,96.95062
Poland,Europe,2014,97.49403
Poland,Europe,2015,98.04259
Poland,Europe,2016,98.59683
Poland,Europe,2017,99.15607
Portugal,Europe,2000,93.44076
Portugal,Europe,2001,93.57578
Portugal,Europe,2002,93.70979
Portugal,Europe,2003,93.8441
Portugal,Europe,2004,93.9787
Portugal,Europe,2005,94.11334
Portugal,Europe,2006,94.24834
Portugal,Europe,2007,94.3835
Portugal,Europe,2008,94.51888
Portugal,Europe,2009,94.6543
Portugal,Europe,2010,94.78994
Portugal,Europe,2011,94.92574
Portugal,Europe,2012,95.06161
Portugal,Europe,2013,95.17123
Portugal,Europe,2014,95.2378
Portugal,Europe,2015,95.27341
Portugal,Europe,2016,95.30865
Portugal,Europe,2017,95.3119
Qatar,Eastern Mediterranean,2000,96.6
Qatar,Eastern Mediterranean,2001,96.6
Qatar,Eastern Mediterranean,2002,96.6
Qatar,Eastern Mediterranean,2003,96.6
Qatar,Eastern Mediterranean,2004,96.6
Qatar,Eastern Mediterranean,2005,96.6
Qatar,Eastern Mediterranean,2006,96.6
Qatar,Eastern Mediterranean,2007,96.6
Qatar,Eastern Mediterranean,2008,96.6
Qatar,Eastern Mediterranean,2009,96.6
Qatar,Eastern Mediterranean,2010,96.6
Qatar,Eastern Mediterranean,2011,96.5404
Qatar,Eastern Mediterranean,2012,96.4808
Qatar,Eastern Mediterranean,2013,96.4212
Qatar,Eastern Mediterranean,2014,96.3616
Qatar,Eastern Mediterranean,2015,96.30199
Qatar,Eastern Mediterranean,2016,96.24239
Qatar,Eastern Mediterranean,2017,96.18279
Republic of Korea,Western Pacific,2002,96.82212
Republic of Korea,Western Pacific,2003,96.82212
Republic of Korea,Western Pacific,2004,96.82212
Republic of Korea,Western Pacific,2005,96.82212
Republic of Korea,Western Pacific,2006,96.82212
Republic of Korea,Western Pacific,2007,97.04539
Republic of Korea,Western Pacific,2008,97.26893
Republic of Korea,Western Pacific,2009,97.49271
Republic of Korea,Western Pacific,2010,97.71676
Republic of Korea,Western Pacific,2011,97.94106
Republic of Korea,Western Pacific,2012,98.01016
Republic of Korea,Western Pacific,2013,98.00467
Republic of Korea,Western Pacific,2014,97.99892
Republic of Korea,Western Pacific,2015,97.9929
Republic of Korea,Western Pacific,2016,98.10338
Republic of Korea,Western Pacific,2017,98.21386
Republic of Moldova,Europe,2000,40.41632
Republic of Moldova,Europe,2001,42.32299
Republic of Moldova,Europe,2002,44.27113
Republic of Moldova,Europe,2003,46.26121
Republic of Moldova,Europe,2004,48.29424
Republic of Moldova,Europe,2005,50.46074
Republic of Moldova,Europe,2006,52.74878
Republic of Moldova,Europe,2007,55.06377
Republic of Moldova,Europe,2008,57.40574
Republic of Moldova,Europe,2009,59.77472
Republic of Moldova,Europe,2010,62.17075
Republic of Moldova,Europe,2011,64.59387
Republic of Moldova,Europe,2012,67.04411
Republic of Moldova,Europe,2013,69.52153
Republic of Moldova,Europe,2014,72.02614
Republic of Moldova,Europe,2015,72.303
Republic of Moldova,Europe,2016,72.58717
Republic of Moldova,Europe,2017,72.87791
Republic of North Macedonia,Europe,2000,97.34227
Republic of North Macedonia,Europe,2001,97.33482
Republic of North Macedonia,Europe,2002,97.32737
Republic of North Macedonia,Europe,2003,97.31992
Republic of North Macedonia,Europe,2004,97.31243
Republic of North Macedonia,Europe,2005,96.67783
Republic of North Macedonia,Europe,2006,96.04685
Republic of North Macedonia,Europe,2007,95.41873
Republic of North Macedonia,Europe,2008,94.79271
Republic of North Macedonia,Europe,2009,93.08208
Republic of North Macedonia,Europe,2010,91.28204
Republic of North Macedonia,Europe,2011,89.48186
Republic of North Macedonia,Europe,2012,87.68325
Republic of North Macedonia,Europe,2013,85.88801
Republic of North Macedonia,Europe,2014,84.65021
Republic of North Macedonia,Europe,2015,83.4224
Republic of North Macedonia,Europe,2016,82.20748
Republic of North Macedonia,Europe,2017,81.00796
Romania,Europe,2000,81.65202
Romania,Europe,2001,81.609
Romania,Europe,2002,81.58862
Romania,Europe,2003,81.62598
Romania,Europe,2004,81.66306
Romania,Europe,2005,81.70013
Romania,Europe,2006,81.73721
Romania,Europe,2007,81.77429
Romania,Europe,2008,81.81137
Romania,Europe,2009,81.84845
Romania,Europe,2010,81.88552
Romania,Europe,2011,81.9226
Romania,Europe,2012,81.92657
Romania,Europe,2013,81.91609
Romania,Europe,2014,81.90562
Romania,Europe,2015,81.90194
Romania,Europe,2016,81.90562
Romania,Europe,2017,81.91581
Russian Federation,Europe,2000,74.56915
Russian Federation,Europe,2001,74.56792
Russian Federation,Europe,2002,74.64227
Russian Federation,Europe,2003,74.72782
Russian Federation,Europe,2004,74.81706
Russian Federation,Europe,2005,74.90604
Russian Federation,Europe,2006,74.99474
Russian Federation,Europe,2007,75.08318
Russian Federation,Europe,2008,75.17134
Russian Federation,Europe,2009,75.25894
Russian Federation,Europe,2010,75.34657
Russian Federation,Europe,2011,75.43392
Russian Federation,Europe,2012,75.52486
Russian Federation,Europe,2013,75.61897
Russian Federation,Europe,2014,75.71668
Russian Federation,Europe,2015,75.81733
Russian Federation,Europe,2016,75.92105
Russian Federation,Europe,2017,76.02773
Samoa,Western Pacific,2000,57.06663
Samoa,Western Pacific,2001,57.06392
Samoa,Western Pacific,2002,57.0677
Samoa,Western Pacific,2003,57.07492
Samoa,Western Pacific,2004,57.08208
Samoa,Western Pacific,2005,57.2375
Samoa,Western Pacific,2006,57.39098
Samoa,Western Pacific,2007,57.54247
Samoa,Western Pacific,2008,57.69206
Samoa,Western Pacific,2009,57.83984
Samoa,Western Pacific,2010,57.98583
Samoa,Western Pacific,2011,58.13006
Samoa,Western Pacific,2012,58.27252
Samoa,Western Pacific,2013,58.41309
Samoa,Western Pacific,2014,58.5518
Samoa,Western Pacific,2015,58.68864
Samoa,Western Pacific,2016,58.77221
Samoa,Western Pacific,2017,58.82111
San Marino,Europe,2000,100.0
San Marino,Europe,2001,100.0
San Marino,Europe,2002,100.0
San Marino,Europe,2003,100.0
San Marino,Europe,2004,100.0
San Marino,Europe,2005,100.0
San Marino,Europe,2006,100.0
San Marino,Europe,2007,100.0
San Marino,Europe,2008,100.0
San Marino,Europe,2009,100.0
San Marino,Europe,2010,100.0
San Marino,Europe,2011,100.0
San Marino,Europe,2012,100.0
San Marino,Europe,2013,100.0
San Marino,Europe,2014,100.0
San Marino,Europe,2015,100.0
San Marino,Europe,2016,100.0
San Marino,Europe,2017,100.0
Serbia,Europe,2000,74.49373
Serbia,Europe,2001,74.51224
Serbia,Europe,2002,74.53073
Serbia,Europe,2003,74.54906
Serbia,Europe,2004,74.56769
Serbia,Europe,2005,74.586
Serbia,Europe,2006,74.60431
Serbia,Europe,2007,74.62275
Serbia,Europe,2008,74.64104
Serbia,Europe,2009,74.65932
Serbia,Europe,2010,74.67743
Serbia,Europe,2011,74.69569
Serbia,Europe,2012,74.70181
Serbia,Europe,2013,74.70374
Serbia,Europe,2014,74.70582
Serbia,Europe,2015,74.70774
Serbia,Europe,2016,74.7098
Serbia,Europe,2017,74.72955
Sierra Leone,Africa,2000,4.7389
Sierra Leone,Africa,2001,4.89143
Sierra Leone,Africa,2002,5.11888
Sierra Leone,Africa,2003,5.35806
Sierra Leone,Africa,2004,5.60881
Sierra Leone,Africa,2005,5.87735
Sierra Leone,Africa,2006,6.16149
Sierra Leone,Africa,2007,6.45606
Sierra Leone,Africa,2008,6.7608
Sierra Leone,Africa,2009,7.0754
Sierra Leone,Africa,2010,7.39962
Sierra Leone,Africa,2011,7.73329
Sierra Leone,Africa,2012,8.07615
Sierra Leone,Africa,2013,8.42784
Sierra Leone,Africa,2014,8.78822
